"","WRS_IDs","age","gender","agegender","agegender2","region","newspaper","partyid","socialgrade","profile_education_age","profile_education_level","profile_housing_stat","w1_starttime","w1_endtime","w1_W8","w1_q1","w1_q2","w1_pi1","w1_pi2","w1_pi3","w1_pi4","w1_pi5","w1_pi6","w1_pi7_new_1","w1_pi7_new_2","w1_pi7_new_3","w1_pi7_new_4","w1_pi7_new_5","w1_pi8grid_new","w1_pi8_new","w1_pi9_new","w1_pi10_new","w1_pi11_new","w1_vi1","w1_vi2","w1_vi3o","w1_vi3_1","w1_vi3_2","w1_vi3_3","w1_vi3_4","w1_vi3_5","w1_vi3_6","w1_vi3_7","w1_vi4o","w1_vi4_1","w1_vi4_2","w1_vi4_3","w1_vi4_4","w1_vi4_5","w1_vi4_6","w1_vi4_7","w1_vi5","w1_vi6","w1_vi7o","w1_vi7","w1_vi8","w1_vi9grid","w1_vi9a","w1_vi9b","w1_vi9c","w1_vi9d","w1_vi10","w1_vi11o","w1_vi11","w1_vi12","w1_vi13o","w1_vi13","w1_vi14","w1_vi15","w1_vi16","w1_vi17","w1_vi18","w1_vi19","w1_vi20","w1_vi20o","w1_vi21","w1_cp1","w1_cp2a_1","w1_cp2a_2","w1_cp2a_3","w1_cp2a_4","w1_cp2a_5","w1_cp2a_6","w1_cp2b","w1_cp3e_1","w1_cp3e_2","w1_cp3e_3","w1_cp3e_4","w1_cp3e_5","w1_cp3e_6","w1_cp3e_7","w1_cp3e_8","w1_cp3f","w1_cp3g_1","w1_cp3g_2","w1_cp3g_3","w1_cp3g_4","w1_cp3g_5","w1_cp3g_6","w1_cp3g_7","w1_cp3g_8","w1_cp3h","w1_cp3i_1","w1_cp3i_2","w1_cp3i_3","w1_cp3i_4","w1_cp3i_5","w1_cp3i_6","w1_cp3i_7","w1_cp3i_8","w1_cp3j","w1_cp3k_1","w1_cp3k_2","w1_cp3k_3","w1_cp3k_4","w1_cp3k_5","w1_cp3k_6","w1_cp3k_7","w1_cp3k_8","w1_cp3l","w1_cb4grid","w1_cp4a","w1_cp4b","w1_cp4c","w1_cp4d","w1_cp4e","w1_cp5","w1_d16a","w1_d16b","w1_d17a","w1_d17b","w1_d17c","w1_d18","w1_d19","w1_d20","w1_d21","w1_d22","w1_pi1a","w1_pi1b","w1_pi2a","w1_pi2b","w1_pi12grid","w1_pi12a","w1_pi12b","w1_pi12c","w1_pi12d","w1_pi12e","w1_pi12f","w1_pi12g","w1_pi12h","w1_pi12i","w1_pi13grid","w1_pi13a","w1_pi13b","w1_pi13c","w1_pi13d","w1_pi13e","w1_pi13f","w1_pi13g","w1_pi13h","w1_pi13i","w1_pi14grid","w1_pi14a","w1_pi14b","w1_pi14c","w1_pi14d","w1_pi14e","w1_p15","w1_p16","w1_pi3a","w1_pi3b","w1_pi4a","w1_pi4b","w1_pi5a","w1_pi5b","w1_pi6a","w1_pi6b","w1_pi7","w1_pi8","w1_pi9","w1_pi10","w1_pi11","w1_ap1a","w1_ap1b","w1_ap2grid","w1_ap2a","w1_ap2b","w1_ap2c","w1_ap2d","w1_ap2e","w1_ap2f","w1_ap2g","w1_ap3grid","w1_ap3a","w1_ap3b","w1_ap3c","w1_ap3d","w1_ap3e","w1_ap3f","w1_ap3g","w1_ap7grid","w1_ap7a","w1_ap7b","w1_ap7c","w1_ap7d","w1_ap7e","w1_ap7f","w1_ap7g","w1_ap8grid","w1_ap8a","w1_ap8b","w1_ap8c","w1_ap8d","w1_ap8e","w1_ap8f","w1_ap8g","w1_ap9","w1_ap10grid","w1_ap10a","w1_ap10b","w1_ap10c","w1_ap10d","w1_ap10e","w1_ap10f","w1_ap10g","w1_ap11_1","w1_ap11grid","w1_ap11a","w1_ap11b","w1_ap11c","w1_ap11d","w1_ap11e","w1_ap11f","w1_ap11g","w1_ap5grid1","w1_ap5a","w1_ap5b","w1_ap5c","w1_ap5d","w1_ap5e","w1_ap5grid2","w1_ap5f","w1_ap5g","w1_ap5h","w1_ap5i","w1_ap5j","w1_ap5grid3","w1_ap5k","w1_ap5l","w1_ap5m","w1_ap5n","w1_ap5o","w1_ap5grid4","w1_ap5p","w1_ap5q","w1_ap5r","w1_ap5s","w1_ap5t","w1_ap6grid","w1_ap6a","w1_ap6b","w1_ap6c","w1_ap6d","w1_ap6e","w1_ap6f","w1_ap6g","w1_ap12grid","w1_ap12a","w1_ap12b","w1_ap13grid","w1_ap13a","w1_ap13b","w1_ad1","w1_ad2","w1_ad2a","w1_ad2b","w1_ad2c","w1_ad2d","w1_ad2e","w1_ad2f","w1_ad2g","w1_ad3","w1_ad4","w1_ad5_1","w1_ad5_2","w1_ad5_3","w1_ad5_4","w1_ad5_5","w1_ad5_6","w1_ad5_7","w1_ad6","w1_ad7","w1_ad8","w1_ad9","w1_ad10","w1_ad11grid","w1_ad11a","w1_ad11b","w1_ad11c","w1_ad11d","w1_ad11e","w1_ad12grid","w1_ad12a","w1_ad12b","w1_ad12c","w1_ad12d","w1_ad12e","w1_ad13","w1_ad14","w1_r1grid","w1_r1a","w1_r1b","w1_r1c","w1_r1d","w1_r1e","w1_r1f","w1_r1g","w1_r1h","w1_r1j","w1_r2grid","w1_r2a","w1_r2b","w1_r2c","w1_r2d","w1_r2e","w1_r2f","w1_r2g","w1_r2h","w1_party","w1_split"
"1880",2369,22,2,5,5,1,7,1,1,5,16,4,2011-04-23 19:18:03,2011-04-23 19:33:27,0.90946865510567,2,NA,2,5,1,2,1,1,2,1,2,1,2,1,2,1,3,2,3,7,"__NA__",NA,NA,NA,NA,NA,NA,NA,"I don't live in Wales",2,2,2,2,1,2,2,1,4,"__NA__",5,2,1,1,12,3,12,2,"__NA__",1,NA,"__NA__",1,1,1,1,4,1,2,2,"__NA__",3,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,6,6,6,6,6,6,1,1,3,NA,NA,2,NA,11,1,1,"Lack of jobs",3,"DK",11,1,6,6,5,6,5,5,5,5,6,1,2,3,2,2,3,2,3,2,4,1,6,6,6,6,6,NA,4,3,5,3,5,2,2,3,2,5,5,2,2,2,1,1,1,1,9,3,7,6,12,1,1,3,8,1,6,6,1,12,1,4,8,1,2,2,1,12,1,4,7,1,12,12,1,12,4,1,3,11,10,12,12,12,12,7,1,12,12,12,12,12,12,12,1,4,1,4,4,4,1,2,2,3,3,3,1,4,4,4,4,4,1,1,3,1,1,1,1,11,1,1,8,1,1,1,1,5,4,1,1,1,1,1,3,3,2,2,3,6,6,2,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,5,5,5,5,1,2,2,2,2,2,1,4,1,2,11,8,5,1,1,6,6,10,1,11,4,11,11,11,11,2,7,"Plaid Cymru",2
"1881",2373,54,1,3,3,2,2,1,2,2,9,5,2011-04-11 13:59:21,2011-04-11 14:17:00,1.5301249249281,2,NA,1,9,1,1,1,1,1,1,1,1,2,1,3,1,2,3,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,2,"__NA__",2,NA,1,8,10,4,4,2,"__NA__",2,NA,"__NA__",1,1,1,1,2,1,4,4,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,4,4,3,3,2,2,1,1,1,2,2,1,1,11,1,1,"The Economy",3,"The Economy",3,1,5,4,5,5,5,5,5,5,3,1,2,4,1,2,2,3,3,2,2,1,2,2,1,2,1,NA,2,2,2,2,2,3,2,3,2,5,5,2,1,1,1,1,1,1,11,1,5,6,1,5,1,1,8,1,6,6,1,7,1,6,8,1,8,8,1,8,1,1,8,2,8,8,1,8,4,1,5,10,7,5,6,11,11,8,1,9,2,3,7,11,7,12,1,4,3,4,4,4,1,1,2,1,2,1,1,4,3,4,4,4,1,2,3,1,1,3,1,11,1,1,1,5,1,6,1,5,4,1,5,3,3,1,2,1,1,1,4,5,2,4,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,2,2,2,1,2,1,5,1,11,11,1,1,1,1,1,1,11,1,4,1,7,1,11,4,11,1,"Labour",2
"1882",2374,64,2,8,8,3,5,1,1,5,16,1,2011-04-17 13:15:46,2011-04-17 13:32:42,0.390514960015517,2,NA,2,7,2,2,1,2,1,1,1,1,2,1,4,3,2,3,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,2,"__NA__",2,NA,1,6,7,4,7,2,"__NA__",2,NA,"__NA__",2,2,2,5,2,1,4,4,"__NA__",4,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,3,4,4,4,2,1,1,1,2,2,1,1,11,3,3,"Unemployment",3,"unemployment",3,1,4,5,5,5,5,5,5,5,5,1,3,3,3,3,4,4,4,4,5,1,2,4,2,3,3,2,NA,2,2,4,2,4,1,2,2,4,4,2,2,2,1,1,1,1,11,2,6,5,1,1,1,1,8,1,7,5,1,4,1,1,8,1,7,6,1,4,1,1,9,3,7,5,4,5,5,1,3,9,8,6,6,11,11,9,1,8,1,8,8,8,1,1,1,4,3,3,3,3,1,1,1,1,2,1,1,3,3,3,3,3,1,2,2,1,1,2,1,11,1,1,1,1,1,1,1,5,5,1,5,2,4,1,2,4,3,1,2,2,2,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,1,2,2,1,1,2,5,1,11,11,4,4,4,4,5,5,6,1,6,6,6,6,6,9,11,6,"Labour",1
"1883",2375,58,1,3,4,2,1,6,1,1,5,2,2011-04-30 19:48:27,2011-04-30 20:16:41,0.497062399715385,7,NA,2,7,1,1,1,1,1,1,1,1,2,1,2,2,1,3,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,5,7,"__NA__",NA,NA,1,11,1,1,1,13,"__NA__",NA,NA,"__NA__",1,2,2,2,5,NA,NA,NA,"__NA__",4,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,1,1,4,1,6,1,3,1,3,3,3,NA,11,3,1,"immgration",9,"more jobs needed",3,1,3,5,4,3,3,4,4,5,4,1,2,2,1,3,3,3,4,2,4,1,2,3,3,2,2,NA,2,4,1,3,1,4,1,3,1,4,5,3,2,3,2,NA,1,1,9,5,8,5,9,11,1,3,8,2,8,9,9,3,1,3,9,3,3,8,7,5,1,2,8,1,5,4,6,5,4,1,1,11,6,3,6,6,3,1,1,1,5,5,1,4,5,1,1,4,4,4,4,4,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1,1,1,1,6,1,1,6,6,6,6,1,4,4,1,1,1,3,1,3,2,1,1,2,4,4,2,1,2,2,2,2,1,2,2,NA,NA,NA,NA,7,1,2,2,2,1,1,1,2,2,2,2,1,2,5,1,11,11,6,6,1,1,11,4,4,1,1,2,7,3,11,10,11,3,"",2
"1884",2377,33,1,2,2,3,2,6,1,5,18,4,2011-05-03 11:01:36,2011-05-03 11:54:46,1.18234684511101,7,NA,3,4,2,2,1,2,1,1,1,1,2,1,3,2,3,2,8,8,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,3,7,"__NA__",NA,NA,1,8,6,6,8,13,"__NA__",NA,NA,"__NA__",1,3,3,5,5,NA,NA,NA,"__NA__",8,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,3,3,3,3,3,6,1,2,3,NA,NA,2,NA,6,3,3,"economy",4,"Economy",11,1,3,3,3,6,3,2,2,2,2,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,NA,4,3,3,6,5,3,3,3,3,6,6,3,6,6,2,NA,1,9,7,8,8,7,1,1,1,8,6,7,12,7,12,12,1,8,7,7,12,7,12,12,1,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,12,12,12,12,1,1,1,1,2,2,1,2,2,4,1,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,2,3,1,1,1,2,2,3,1,1,2,2,1,6,7,2,2,2,2,4,4,5,1,8,6,6,6,6,9,11,6,"",2
"1885",2378,67,1,4,4,6,7,2,1,2,5,4,2011-05-02 13:30:08,2011-05-02 14:07:47,0.609473308445855,1,NA,3,6,2,2,1,2,2,1,2,1,2,1,3,3,2,1,9,9,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,2,1,"__NA__",2,NA,1,5,9,6,7,1,"__NA__",2,NA,"__NA__",2,3,2,2,1,1,3,3,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,2,3,3,3,2,1,2,1,1,1,1,1,9,3,3,"imigration",9,"health service",4,1,3,2,3,3,2,2,1,3,4,1,3,4,3,3,3,5,5,3,5,1,4,6,6,2,2,2,NA,4,2,6,5,3,3,3,3,2,3,5,3,3,1,2,1,11,2,6,8,6,6,6,1,10,5,8,8,6,6,6,1,11,3,6,7,8,7,6,1,10,8,9,9,9,9,9,6,1,3,9,7,5,6,6,5,6,1,4,8,5,6,6,12,12,1,1,2,2,5,2,1,2,2,2,2,2,1,2,2,2,5,2,1,2,3,1,1,2,1,1,11,7,8,6,6,4,1,3,3,1,3,3,4,1,3,4,2,1,3,3,3,1,3,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,11,11,2,4,4,3,6,6,11,1,4,3,6,4,11,7,5,6,"Conservative",1
"1886",2379,27,2,6,6,5,4,5,1,5,17,1,2011-04-25 12:04:18,2011-04-25 12:22:19,0.052939761480514,5,1,1,8,1,1,1,1,1,1,1,1,2,1,3,3,5,5,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,5,"__NA__",2,NA,1,1,11,1,1,5,"I am a party member",7,NA,"__NA__",1,1,1,1,2,1,4,3,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,4,2,4,2,2,5,1,5,1,5,5,1,1,11,1,1,"The systematic deconstruction of the English education system by the coalition government",7,"The lack of potential for industry and other job creating sectors flourishing in Wales as a whole, and especially the North and Mid areas.",7,1,6,5,5,5,5,4,4,5,3,1,6,4,2,2,2,4,4,2,3,1,2,2,2,3,3,2,NA,2,2,2,2,3,3,2,2,4,4,2,2,2,1,6,1,1,7,5,6,11,1,1,1,3,7,6,6,8,3,8,1,8,6,5,6,8,6,8,1,1,9,6,7,8,1,9,1,1,5,9,6,6,3,10,11,8,1,8,1,4,7,8,12,12,1,4,2,3,3,4,1,2,2,2,3,2,1,3,2,2,3,3,1,2,4,1,1,3,1,7,1,1,1,11,1,1,1,5,4,1,2,2,1,1,5,5,2,1,1,3,2,3,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,2,2,3,1,1,1,2,2,3,1,1,2,2,1,11,11,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,"Labour",1
"1887",2380,64,2,8,8,6,4,1,1,5,17,4,2011-04-26 10:27:59,2011-04-26 11:00:14,0.167636475362916,6,NA,2,6,1,1,1,1,1,1,1,1,2,1,3,3,2,2,1,1,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,4,6,"__NA__",NA,NA,1,1,11,8,1,12,"__NA__",NA,NA,"__NA__",5,2,1,1,2,1,4,4,"__NA__",4,2,1,1,1,1,1,2,"Vote NO for AV",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",2,1,2,2,2,2,2,2,"__NA__",1,2,2,4,4,4,4,3,NA,3,NA,NA,2,NA,1,4,4,"Climate Change",2,"Unemployment",3,1,6,4,4,6,5,4,4,5,5,1,2,4,2,3,2,4,5,2,5,1,2,3,2,3,2,1,NA,2,3,4,3,2,3,6,NA,3,3,2,2,2,1,1,1,1,10,3,7,11,1,1,1,5,10,4,9,8,1,12,1,11,10,10,11,11,12,12,1,10,12,7,10,8,4,12,2,1,3,9,6,3,2,11,11,9,1,9,1,6,9,8,1,1,1,5,5,5,5,3,1,2,5,2,2,2,1,2,2,2,2,2,1,2,5,2,2,2,1,11,1,5,7,10,1,1,1,5,4,1,5,5,3,1,5,2,4,1,6,2,2,2,2,1,1,2,2,1,2,2,2,2,NA,NA,8,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,11,11,11,11,11,11,11,1,11,11,11,11,11,11,11,11,"Labour",1
"1888",2381,55,1,3,4,2,6,4,2,2,16,1,2011-04-16 21:09:44,2011-04-16 21:28:17,1.60568787138311,4,NA,2,10,1,1,1,1,2,1,2,1,2,1,2,2,2,1,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,4,"__NA__",2,NA,1,6,10,1,6,4,"__NA__",2,NA,"__NA__",3,1,3,1,4,1,2,2,"__NA__",4,2,2,1,2,1,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,2,2,2,2,2,2,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",2,1,1,2,2,2,2,2,"__NA__",1,2,2,4,3,4,4,1,4,1,4,4,1,1,11,1,1,"divide between the haves and have nots an unfair country",2,"securing a fair future for all people here",6,1,5,5,5,5,5,5,4,5,4,1,4,5,2,2,2,5,5,4,5,1,1,3,1,2,2,NA,1,2,2,2,2,3,3,3,1,5,5,4,2,2,1,5,1,1,5,1,9,7,1,1,1,2,3,1,8,9,6,3,1,2,4,1,7,8,4,4,1,1,2,1,7,9,5,5,4,1,8,10,9,4,3,11,11,9,1,7,1,1,9,7,1,1,1,4,2,4,4,4,1,3,2,3,4,3,1,4,2,4,4,4,1,1,3,1,1,1,1,6,1,1,11,7,1,1,1,5,4,1,2,5,2,1,3,3,2,2,4,5,2,4,1,2,1,2,1,1,2,2,NA,1,NA,2,8,1,1,2,2,1,1,1,2,2,2,2,2,2,5,1,11,11,8,8,11,8,9,8,9,1,7,7,8,8,8,8,7,7,"Plaid Cymru",2
"1889",2382,29,2,6,6,5,3,1,2,5,16,1,2011-04-10 18:54:54,2011-04-10 19:00:48,2.53169190233891,2,NA,2,6,2,1,1,2,2,1,2,2,2,1,2,2,2,2,7,7,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,3,2,"__NA__",1,NA,1,12,12,12,12,2,"__NA__",1,NA,"__NA__",3,3,3,3,2,3,5,5,"__NA__",8,3,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,3,3,3,3,3,2,3,NA,1,2,2,2,NA,6,3,4,"dk",3,"dk",3,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,NA,4,6,5,6,5,6,NA,6,NA,6,6,6,6,6,1,1,1,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,6,1,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,12,12,12,12,12,12,12,1,6,6,1,6,6,6,1,6,6,6,6,6,6,6,5,6,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,1,5,5,5,5,5,1,5,5,5,5,5,6,6,1,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,"Labour",2
"1890",2383,18,2,5,5,5,1,1,1,6,11,4,2011-04-30 12:02:28,2011-04-30 12:08:38,0.788325206072978,2,NA,2,8,2,2,1,2,2,1,2,2,2,1,4,4,4,4,9,9,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,2,"__NA__",2,NA,1,1,11,1,3,2,"__NA__",2,NA,"__NA__",1,2,2,2,2,1,4,4,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,4,4,4,4,4,2,3,NA,3,NA,NA,2,NA,11,1,2,"Economy",3,"Economy",3,1,4,4,4,4,4,4,5,4,4,1,4,4,4,4,5,4,4,5,4,1,3,2,3,3,3,1,NA,2,1,2,2,2,2,3,2,3,3,3,3,2,1,1,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,3,1,3,10,7,5,5,8,11,4,1,6,6,6,6,6,6,6,1,3,3,3,3,3,1,2,2,2,2,2,1,3,3,3,3,3,1,3,3,1,1,1,1,6,6,6,6,6,6,6,1,3,3,1,3,3,3,1,3,3,3,3,3,3,3,2,2,2,1,2,2,2,2,2,NA,2,NA,NA,NA,1,3,3,3,3,3,1,1,2,2,1,1,2,2,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,"Labour",1
"1891",2384,64,1,4,4,6,6,1,1,3,9,1,2011-04-17 12:55:59,2011-04-17 13:15:34,0.978168194567883,2,NA,2,8,1,1,1,2,2,1,2,1,2,1,4,1,2,2,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,1,2,"__NA__",2,NA,1,4,10,7,9,2,"__NA__",2,NA,"__NA__",1,2,1,2,2,1,4,4,"__NA__",1,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,2,3,5,5,4,6,1,1,1,2,2,1,1,11,2,2,"Budget cuts",3,"Unemployment",3,1,4,3,5,4,5,5,5,5,3,1,3,4,3,3,3,4,4,2,3,1,2,2,1,3,1,NA,1,3,2,4,3,3,3,2,3,5,5,4,3,3,1,1,1,2,11,4,10,8,3,1,1,2,10,2,11,10,5,6,1,5,10,5,10,10,6,6,1,5,11,5,11,11,8,10,5,1,5,10,8,4,3,9,11,8,1,8,2,3,7,6,3,2,1,4,2,3,4,4,1,1,2,2,2,1,1,2,2,3,3,3,1,1,3,1,1,2,1,11,2,7,11,11,4,1,1,5,4,1,5,5,3,1,2,4,1,1,4,2,1,2,2,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,2,2,2,1,2,2,5,1,11,11,4,2,3,1,6,7,8,1,8,8,9,8,10,10,9,8,"Labour",2
"1892",2387,62,2,8,8,1,7,6,1,5,16,1,2011-04-15 21:58:27,2011-04-15 22:28:36,0.736554393136027,7,NA,2,6,1,1,1,1,1,1,2,1,2,1,3,1,2,2,11,11,"__NA__",NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,3,7,"__NA__",NA,NA,1,1,1,11,1,13,"__NA__",NA,NA,"__NA__",2,4,4,5,3,1,4,4,"__NA__",4,1,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",NA,NA,NA,NA,NA,NA,NA,NA,"__NA__",1,3,1,3,3,3,6,1,2,1,3,3,1,2,11,1,1,"ECONOMY",2,"ECONOMY",2,1,3,5,4,4,4,4,3,3,4,1,4,5,5,4,4,5,5,5,4,1,5,4,4,5,5,1,NA,5,3,5,2,5,1,5,2,4,4,5,5,5,2,NA,1,7,6,8,4,5,9,1,1,6,6,6,7,6,6,8,1,7,6,7,7,6,6,8,1,5,4,5,4,4,4,6,4,1,2,10,5,6,6,4,11,8,1,8,9,8,8,6,7,1,1,3,3,3,3,3,1,3,3,3,3,3,1,2,2,2,3,3,1,3,3,3,2,4,1,8,9,10,8,7,10,1,1,2,3,1,4,4,5,1,2,5,1,1,4,4,4,3,5,1,1,2,2,1,2,2,2,3,NA,NA,8,1,2,2,2,1,1,1,1,1,1,1,1,4,5,1,11,11,1,1,1,1,1,1,6,1,6,6,6,6,6,6,6,6,"Liberal Democrat",1
